country,age_span,sleep_hours,adjusted_bedtime,adjusted_wakeup
HKG,20.0,7.14035754527222,0.7475975396472214,7.9165061080050885
HKG,30.0,7.220049035732847,0.787443284877535,7.876660362774775
HKG,40.0,7.1562958433643455,0.7555666886932841,7.908536958959026
HKG,50.0,7.076604352903718,0.7157209434629705,7.948382704189339
HKG,60.0,7.060666054811593,0.7077517944169078,7.956351853235402
HKG,70.0,7.251925631917098,0.8033815829696604,7.8607220646826494
HKG,80.0,7.522876699483231,0.9388571167527267,7.725246530899583
HKG,90.0,7.761951170865115,1.0583943524436688,7.605709295208641
HKG,100.0,8.001025642246995,1.177931588134609,7.486172059517701
AUS,10.0,7.890714024919934,-0.7292269626417138,6.91392233298614
AUS,20.0,7.7353170309937225,-0.8069254596048194,6.991620829949246
AUS,30.0,7.821648694286063,-0.7637596279586492,6.948454998303076
AUS,40.0,7.752583363652191,-0.7982922932755854,6.982987663620012
AUS,50.0,7.66625170035985,-0.8414581249217556,7.026153495266183
AUS,60.0,7.648985367701382,-0.8500912912509897,7.034786661595416
AUS,70.0,7.856181359602998,-0.7464932953001815,6.9311886656446084
AUS,80.0,8.149709014796956,-0.5997294677032026,6.784424838047629
AUS,90.0,8.40870400467398,-0.4702319727646904,6.654927343109117
AUS,100.0,8.667698994551001,-0.34073447782618005,6.525429848170607
GRC,10.0,7.61066658296915,0.8333422671161024,8.193399690123961
GRC,20.0,7.460784746543064,0.7584013489030592,8.268340608337004
GRC,30.0,7.5440524334464465,0.8000351923547504,8.226706764885312
GRC,40.0,7.47743828392374,0.7667281175933971,8.260013839646666
GRC,50.0,7.3941705970203575,0.7250942741417059,8.301647683098357
GRC,60.0,7.377517059639682,0.716767505451368,8.309974451788694
GRC,70.0,7.577359508207798,0.8166887297354262,8.210053227504638
GRC,80.0,7.8604696436792985,0.9582437974711764,8.068498159768886
GRC,90.0,8.110272704389446,1.0831453278262504,7.943596629413813
GRC,100.0,8.360075765099593,1.2080468581813235,7.81869509905874
ECU,10.0,7.401351331591622,-0.3446832450727055,6.806798477486329
ECU,20.0,7.255591677358965,-0.4175630721890337,6.879678304602658
ECU,30.0,7.336569263043775,-0.3770742793466288,6.839189511760253
ECU,40.0,7.271787194495927,-0.409465313620553,6.871580546034177
ECU,50.0,7.190809608811118,-0.44995410646295747,6.912069338876581
ECU,60.0,7.174614091674155,-0.45805186503143863,6.920167097445063
ECU,70.0,7.368960297317698,-0.36087876220966736,6.822993994623291
ECU,80.0,7.644284088646051,-0.22321686654549072,6.6853320989591145
ECU,90.0,7.887216845700483,-0.10175048801827463,6.563865720431899
ECU,100.0,8.130149602754912,0.019715890508939682,6.442399341904684
CRI,10.0,7.54755596556278,-0.8131330235668044,6.485825122982041
CRI,20.0,7.398917007816468,-0.8874525024399602,6.560144601855196
CRI,30.0,7.48149420656442,-0.8461639030659842,6.51885600248122
CRI,40.0,7.415432447566059,-0.8791947825651649,6.551886881980401
CRI,50.0,7.332855248818107,-0.9204833819391409,6.593175481354377
CRI,60.0,7.316339809068517,-0.9287411018139358,6.601433201229172
CRI,70.0,7.5145250860636,-0.8296484633163945,6.50234056273163
CRI,80.0,7.795287561806635,-0.6892672254448768,6.361959324860113
CRI,90.0,8.043019158050493,-0.565401427322948,6.238093526738185
CRI,100.0,8.290750754294345,-0.44153562920102174,6.1142277286162585
CHL,10.0,7.534539977991362,0.12401523532222089,7.390432307085092
CHL,20.0,7.386157352604226,0.04982392262865262,7.464623619778661
CHL,30.0,7.468592144485969,0.09104131856952433,7.423406223837789
CHL,40.0,7.402644310980574,0.058067401816826875,7.456380140590486
CHL,50.0,7.320209519098831,0.01685000587595517,7.497597536531359
CHL,60.0,7.303722560722482,0.008606526687780919,7.5058410157195325
CHL,70.0,7.501566061238666,0.10752827694587283,7.406919265461441
CHL,80.0,7.781844353636593,0.24766742314483645,7.266780119262477
CHL,90.0,8.029148729281825,0.3713196109674525,7.143127931439861
CHL,100.0,8.276453104927056,0.4949717987900676,7.019475743617246
MAR,10.0,7.099989709791365,1.2837423106872707,8.228544167652641
MAR,20.0,6.960164967147772,1.2138299393654743,8.298456538974438
MAR,30.0,7.037845379727547,1.2526701456553617,8.259616332684551
MAR,40.0,6.975701049663727,1.2215979806234518,8.290688497716461
MAR,50.0,6.898020637083953,1.1827577743335649,8.329528704006348
MAR,60.0,6.8824845545679985,1.1749897330755874,8.337296745264325
MAR,70.0,7.068917544759456,1.2682062281713162,8.244080250168597
MAR,80.0,7.333030947530688,1.400262929556932,8.11202354878298
MAR,90.0,7.566072185270013,1.5167835484265946,7.995502929913318
MAR,100.0,7.7991134230093335,1.633304167296255,7.878982311043657
NLD,10.0,7.964742586334929,-0.2649574338806425,7.4475938826660055
NLD,20.0,7.807887699514331,-0.3433848772909417,7.526021326076306
NLD,30.0,7.895029303303553,-0.29981407539633065,7.482450524181694
NLD,40.0,7.825316020272175,-0.33467071691201966,7.5173071656973836
NLD,50.0,7.738174416482952,-0.37824151880663115,7.560877967591995
NLD,60.0,7.720746095725108,-0.3869556791855532,7.569592127970917
NLD,70.0,7.929885944819241,-0.2823857546384866,7.46502220342385
NLD,80.0,8.226167397702596,-0.13424502819680895,7.316881476982172
NLD,90.0,8.487592209070266,-0.0035326225129740374,7.1861690712983375
NLD,100.0,8.749017020437933,0.1271797831708591,7.055456665614504
PRT,10.0,7.702651790309157,0.41409849207275556,7.860853386841086
PRT,20.0,7.5509584290120415,0.33825181142419775,7.936700067489643
PRT,30.0,7.635232518621551,0.38038885622895263,7.894563022684888
PRT,40.0,7.567813246933944,0.3466792203851488,7.928272658528693
PRT,50.0,7.483539157324434,0.3045421755803939,7.970409703333447
PRT,60.0,7.466684339402533,0.2961147666194433,7.978837112294398
PRT,70.0,7.668942154465354,0.3972436741508539,7.877708204762987
PRT,80.0,7.955474059137686,0.5405096264870197,7.734442252426821
PRT,90.0,8.208296327966215,0.6669207609012844,7.608031118012557
PRT,100.0,8.461118596794742,0.7933318953155482,7.481619983598293
RUS,10.0,7.631865944943692,0.5749479658922496,7.964674263676519
RUS,20.0,7.4815666156121985,0.49979830122650304,8.039823928342265
RUS,30.0,7.565066243018584,0.5415481149296957,7.998074114639072
RUS,40.0,7.498266541093475,0.5081482639671413,8.031473965601627
RUS,50.0,7.414766913687089,0.4663984502639482,8.07322377930482
RUS,60.0,7.398066988205812,0.45804848752330996,8.081573742045459
RUS,70.0,7.598466093981138,0.5582480404109726,7.981374189157796
RUS,80.0,7.88236482716285,0.7001974070018289,7.83942482256694
RUS,90.0,8.132863709382011,0.8254468481114094,7.714175381457359
RUS,100.0,8.383362591601168,0.9506962892209878,7.588925940347781
HUN,10.0,7.567030695921099,-0.30814185563425917,7.010154376889499
HUN,20.0,7.418008209568169,-0.3826530988107241,7.084665620065964
HUN,30.0,7.500798479764242,-0.34125796371268774,7.043270484967929
HUN,40.0,7.434566263607383,-0.3743740717911172,7.076386593046358
HUN,50.0,7.3517759934113105,-0.4157692068891536,7.117781728144394
HUN,60.0,7.335217939372096,-0.42404823390876095,7.126060755164001
HUN,70.0,7.533914587842671,-0.32469990967347345,7.026712430928714
HUN,80.0,7.815401506509319,-0.18395645034014912,6.885968971595389
HUN,90.0,8.063772317097541,-0.059771045046038196,6.761783566301279
HUN,100.0,8.31214312768576,0.06441436024807096,6.637598161007169
TUR,10.0,7.295643057192412,1.0993790303998012,8.169274155106448
TUR,20.0,7.1519651851689305,1.0275400943880606,8.241113091118189
TUR,30.0,7.231786225181976,1.0674506143945832,8.201202571111665
TUR,40.0,7.167929393171539,1.0355221983893648,8.233130987116883
TUR,50.0,7.088108353158493,0.9956116783828417,8.273041507123407
TUR,60.0,7.072144145155884,0.9876295743815375,8.281023611124711
TUR,70.0,7.263714641187194,1.0834148223971924,8.185238363109058
TUR,80.0,7.53510617723155,1.2191105904193704,8.049542595086878
TUR,90.0,7.77456929727069,1.3388421504389405,7.929811035067308
TUR,100.0,8.014032417309828,1.4585737104585093,7.81007947504774
MEX,10.0,7.3304843580182535,-0.12960613186409303,6.950921013183994
MEX,20.0,7.186120333462097,-0.20178814414217133,7.023103025462072
MEX,30.0,7.266322569326629,-0.16168702620990522,6.983001907529806
MEX,40.0,7.202160780635003,-0.1937679205557183,7.015082801875619
MEX,50.0,7.121958544770471,-0.2338690384879844,7.0551839198078845
MEX,60.0,7.105918097597565,-0.24188926207443745,7.063204143394338
MEX,70.0,7.298403463672441,-0.14564657903699912,6.9669614603569
MEX,80.0,7.571091065611851,-0.009302778067294237,6.830617659387195
MEX,90.0,7.81169777320545,0.111000575729505,6.710314305590396
MEX,100.0,8.052304480799046,0.23130392952630335,6.590010951793597
EGY,10.0,7.085709012393165,2.1190365872619537,8.9655636768146
EGY,20.0,6.946165508866824,2.049264835498783,9.03533542857777
EGY,30.0,7.02368967749257,2.088026919811656,8.996573344264899
EGY,40.0,6.961670342591973,2.0570172523613577,9.027583011715198
EGY,50.0,6.8841461739662275,2.018255168048485,9.06634509602807
EGY,60.0,6.868641340241078,2.01050275118591,9.074097512890644
EGY,70.0,7.054699344942867,2.1035317535368048,8.98106851053975
EGY,80.0,7.318281518270402,2.2353228402005723,8.849277423875982
EGY,90.0,7.550854024147642,2.351609093139192,8.732991170937362
EGY,100.0,7.783426530024878,2.46789534607781,8.616704917998744
BEL,10.0,7.81253978333122,-0.14006196856135594,7.426703009007797
BEL,20.0,7.658682325891437,-0.21699069728124715,7.503631737727687
BEL,30.0,7.744158691135762,-0.17425251465908492,7.4608935551055255
BEL,40.0,7.675777598940302,-0.2084430607568148,7.495084101203256
BEL,50.0,7.590301233695978,-0.25118124337897657,7.537822283825417
BEL,60.0,7.573205960647114,-0.2597288799034089,7.54636992034985
BEL,70.0,7.77834923723349,-0.15715724161022065,7.443798282056662
BEL,80.0,8.068968879064192,-0.011847420694869715,7.298488461141311
BEL,90.0,8.325397974797166,0.1163671271716174,7.170273913274823
BEL,100.0,8.581827070530137,0.24458167503810274,7.042059365408338
ROU,10.0,7.591662065491849,0.43517387261047225,7.77597734862525
ROU,20.0,7.44215449746247,0.3604200885957828,7.85073113263994
ROU,30.0,7.525214257478792,0.40194996860394394,7.8092012526317784
ROU,40.0,7.458766449465735,0.3687260645974152,7.842425156638306
ROU,50.0,7.375706689449412,0.32719618458925404,7.8839550366464675
ROU,60.0,7.359094737446148,0.31889020858762207,7.8922610126481
ROU,70.0,7.55843816148532,0.41856192060720787,7.792589300628514
ROU,80.0,7.840841345540816,0.5597635126349557,7.651387708600766
ROU,90.0,8.090020625589784,0.6843531526594396,7.526798068576282
ROU,100.0,8.339199905638749,0.8089427926839222,7.4022084285518
DNK,10.0,7.792709013602503,-0.49089784237201817,7.046934325813206
DNK,20.0,7.639242096485606,-0.5676313009304667,7.123667784371654
DNK,30.0,7.724501494883882,-0.5250016017313283,7.081038085172516
DNK,40.0,7.65629397616526,-0.5591053610906392,7.115141844531827
DNK,50.0,7.571034577766984,-0.6017350602897776,7.157771543730965
DNK,60.0,7.553982698087329,-0.610261000129605,7.166297483570792
DNK,70.0,7.758605254243192,-0.5079497220516734,7.063986205492861
DNK,80.0,8.048487208797333,-0.363008744774603,6.91904522821579
DNK,90.0,8.304265403992165,-0.23511964717718692,6.791156130618374
DNK,100.0,8.560043599186995,-0.10723054957977174,6.66326703302096
KOR,10.0,6.9281458459511445,0.7634806963516482,7.435112027902603
KOR,20.0,6.79170533694992,0.6952604418510359,7.503332282403215
KOR,30.0,6.867505619728378,0.7331605832402651,7.465432141013986
KOR,40.0,6.806865393505611,0.7028404701288816,7.495752254125369
KOR,50.0,6.731065110727153,0.6649403287396524,7.533652395514599
KOR,60.0,6.715905054171461,0.6573603004618066,7.541232423792444
KOR,70.0,6.897825732839761,0.7483206397959566,7.450272084458295
KOR,80.0,7.155546694286522,0.8771811205193368,7.321411603734914
KOR,90.0,7.3829475426219,0.9908815446870259,7.207711179567225
KOR,100.0,7.6103483909572756,1.1045819688547138,7.0940107553995375
SWE,10.0,7.859837892568094,-0.5219192423958188,7.085291237946455
SWE,20.0,7.7050489625175205,-0.5993137074211055,7.162685702971742
SWE,30.0,7.7910428125456175,-0.556316782407057,7.119688777957693
SWE,40.0,7.722247732523139,-0.590714322418296,7.1540863179689325
SWE,50.0,7.636253882495042,-0.6337112474323445,7.1970832429829805
SWE,60.0,7.6190551124894235,-0.642310632435154,7.205682627985791
SWE,70.0,7.825440352556856,-0.5391180124014376,7.102490007952074
SWE,80.0,8.117819442652387,-0.3929284673536724,6.956300462904309
SWE,90.0,8.37580099273668,-0.26393769231152553,6.8273096878621615
SWE,100.0,8.63378254282097,-0.13494691726938046,6.698318912820017
FIN,10.0,7.964873169763767,-0.16726579013442702,7.547885973313933
FIN,20.0,7.808015711278268,-0.24569451937717648,7.626314702556683
FIN,30.0,7.895158743770214,-0.20212300313120382,7.58274318631071
FIN,40.0,7.8254443177766575,-0.23698021612798195,7.617600399307488
FIN,50.0,7.738301285284712,-0.2805517323739546,7.661171915553461
FIN,60.0,7.720872678786324,-0.2892660356231487,7.669886218802655
FIN,70.0,7.93001595676699,-0.18469439663281564,7.565314579812322
FIN,80.0,8.226302267239603,-0.03655124139650903,7.417171424576015
FIN,90.0,8.48773136471544,0.0941633073414094,7.2864568758380965
FIN,100.0,8.749160462191274,0.22487785607932606,7.15574232710018
UKR,10.0,7.804757869460811,0.271654914191887,7.826085903884049
UKR,20.0,7.651053666342329,0.19480281263264582,7.902938005443291
UKR,30.0,7.736444890297042,0.2374984246100023,7.860242393465935
UKR,40.0,7.668131911133271,0.20334193502811676,7.8943988830478204
UKR,50.0,7.582740687178558,0.16064632305076026,7.9370944950251765
UKR,60.0,7.565662442387616,0.15210720065528932,7.945633617420647
UKR,70.0,7.770601379878927,0.25457666940094464,7.843164148674992
UKR,80.0,8.060931541324953,0.3997417501239578,7.697999067951979
UKR,90.0,8.317105213189095,0.5278285860560286,7.569912232019908
UKR,100.0,8.573278885053234,0.6559154219880985,7.441825396087838
ARG,10.0,7.384551195495641,0.6642685906258345,7.811860992636377
ARG,20.0,7.2391223973348975,0.5915541915454627,7.884575391716749
ARG,30.0,7.319916174090867,0.6319510799234476,7.844178503338764
ARG,40.0,7.2552811526860905,0.5996335692210593,7.876496014041152
ARG,50.0,7.174487375930121,0.5592366808430744,7.9168929024191375
ARG,60.0,7.158328620578928,0.5511573031674779,7.9249722800947335
ARG,70.0,7.352233684793254,0.648109835274641,7.82801974798757
ARG,80.0,7.626932525763551,0.7854592557597895,7.690670327502422
ARG,90.0,7.869313856031463,0.9066499208937453,7.569479662368466
ARG,100.0,8.11169518629937,1.027840586027699,7.4482889972345125
VNM,10.0,7.238210328057883,0.11491622815484691,7.095457651228291
VNM,20.0,7.095663516345585,0.04364282229869808,7.166731057084441
VNM,30.0,7.174856189519084,0.08323915888544763,7.127134720497691
VNM,40.0,7.111502050980285,0.0515620896160479,7.158811789767091
VNM,50.0,7.032309377806785,0.011965753029297907,7.19840812635384
VNM,60.0,7.016470843172085,0.004046485711948086,7.20632739367119
VNM,70.0,7.206533258788483,0.09907769352014727,7.111296185862991
VNM,80.0,7.475788347578383,0.2337052379150969,6.976668641468041
VNM,90.0,7.7133663670988835,0.3524942476753473,6.857879631707791
VNM,100.0,7.950944386619382,0.4712832574355964,6.7390906219475415
DEU,10.0,7.683059917381702,-0.30239967450286176,7.1364092957118
DEU,20.0,7.531752391656462,-0.3780534373654819,7.2120630585744205
DEU,30.0,7.615812128170485,-0.3360235691084704,7.17003319031741
DEU,40.0,7.548564338959267,-0.3696474637140795,7.203657084923019
DEU,50.0,7.464504602445244,-0.411677331971091,7.24568695318003
DEU,60.0,7.447692655142439,-0.4200833056224934,7.254092926831433
DEU,70.0,7.649436022776094,-0.3192116218056661,7.153221243014605
DEU,80.0,7.935239126923771,-0.17631006973182728,7.010319690940767
DEU,90.0,8.187418336465843,-0.05022046496079147,6.8842300861697305
DEU,100.0,8.43959754600791,0.07586913981024213,6.758140481398697
BRA,10.0,7.2697499301303,-0.1932528984769058,6.827539349274287
BRA,20.0,7.12658198839907,-0.26483686934252076,6.899123320139902
BRA,30.0,7.206119733805309,-0.2250679966394012,6.8593544474367825
BRA,40.0,7.1424895374803175,-0.256883094801897,6.891169545599277
BRA,50.0,7.062951792074078,-0.2966519675050166,6.930938418302397
BRA,60.0,7.047044242992831,-0.30460574204564034,6.938892192843021
BRA,70.0,7.237934831967804,-0.20916044755815372,6.843446898355534
BRA,80.0,7.508363166349019,-0.07394628036754619,6.708232731164927
BRA,90.0,7.746976402567739,0.04536033774181386,6.588926113055567
BRA,100.0,7.985589638786457,0.16466695585117258,6.469619494946208
BGR,10.0,7.511786542910714,0.40296919363002853,7.680246824747722
BGR,20.0,7.363852015807441,0.32900193007839235,7.754214088299358
BGR,30.0,7.446037864198149,0.3700948542737463,7.713121164104004
BGR,40.0,7.380289185485582,0.3372205149174627,7.745995503460287
BGR,50.0,7.298103337094874,0.29612759072210876,7.787088427655641
BGR,60.0,7.281666167416733,0.2879090058830384,7.795307012494712
BGR,70.0,7.478912203554431,0.3865320239518874,7.696683994425863
BGR,80.0,7.758344088082838,0.5262479662160908,7.556968052161659
BGR,90.0,8.004901633254965,0.6495267388021544,7.433689279575596
BGR,100.0,8.251459178427087,0.7728055113882153,7.310410506989536
MYS,10.0,6.97529400858883,0.49603139910336325,7.221554102134545
MYS,20.0,6.837924979973296,0.42734688479559646,7.290238616442311
MYS,30.0,6.914241106981927,0.46550494829991174,7.252080552937996
MYS,40.0,6.853188205375023,0.4349784974964598,7.2826070037414485
MYS,50.0,6.7768720783663925,0.3968204339921445,7.320765067245763
MYS,60.0,6.761608852964667,0.38918882129128163,7.328396679946627
MYS,70.0,6.9447675577853785,0.4807681737016375,7.23681732753627
MYS,80.0,7.2042423896147225,0.6105055896163095,7.107079911621598
MYS,90.0,7.433190770640616,0.7249797801292562,6.992605721108651
MYS,100.0,7.662139151666506,0.8394539706422012,6.878131530595707
PHL,10.0,7.155441244205959,0.0006642199445157787,6.978638173560249
PHL,20.0,7.014524458215034,-0.06979417305094697,7.049096566555711
PHL,30.0,7.092811561543326,-0.0306506213868009,7.009953014891566
PHL,40.0,7.030181878880692,-0.06196546271811802,7.041267856222882
PHL,50.0,6.9518947755523985,-0.10110901438226454,7.080411407887029
PHL,60.0,6.936237354886741,-0.10893772471509348,7.088240118219858
PHL,70.0,7.1241264028746425,-0.01499320072114256,6.994295594225907
PHL,80.0,7.390302554190837,0.11809487493695488,6.861207518567809
PHL,90.0,7.625163864175717,0.23552552992939485,6.74377686357537
PHL,100.0,7.860025174160595,0.3529561849218335,6.626346208582931
GBR,10.0,7.875747418161707,-0.3558758967448421,7.277967287054259
GBR,20.0,7.720645171414541,-0.4334270201184247,7.355518410427841
GBR,30.0,7.8068130862740786,-0.39034306268865615,7.3124344529980725
GBR,40.0,7.737878754386448,-0.42481022863247153,7.346901618941889
GBR,50.0,7.651710839526911,-0.4678941860622401,7.389985576371657
GBR,60.0,7.634477256555004,-0.47651097754819327,7.39860236785761
GBR,70.0,7.841280252217892,-0.37310947971674935,7.295200870026166
GBR,80.0,8.134251162740318,-0.22662402445553642,7.148715414764953
GBR,90.0,8.392754907318933,-0.09737215216622896,7.019463542475646
GBR,100.0,8.651258651897543,0.03187972012307583,6.890211670186341
CHE,10.0,7.705657955170063,-0.3769785867476644,7.067532547685298
CHE,20.0,7.553905391501507,-0.4528548685819421,7.143408829519576
CHE,30.0,7.638212371317372,-0.4107013786740098,7.101255339611644
CHE,40.0,7.57076678746468,-0.44442417060035566,7.13497813153799
CHE,50.0,7.486459807648815,-0.486577660508288,7.1771316214459215
CHE,60.0,7.469598411685642,-0.49500835848987446,7.185562319427508
CHE,70.0,7.671935163243718,-0.39383998271083687,7.08439394364847
CHE,80.0,7.958578894617658,-0.2505181170238665,6.9410720779615005
CHE,90.0,8.211499834065256,-0.12405764730006774,6.814611608237701
CHE,100.0,8.464420773512849,0.002402822423728801,6.688151138513905
ITA,10.0,7.563642848064827,0.14381164761003523,7.455025606707431
ITA,20.0,7.414687080816288,0.06933376398576556,7.529503490331701
ITA,30.0,7.497440284843255,0.11071036599924915,7.488126888318217
ITA,40.0,7.431237721621681,0.07760908438846219,7.521228169929004
ITA,50.0,7.348484517594713,0.036232482374978156,7.562604771942488
ITA,60.0,7.3319338767893205,0.02795716197228197,7.570880092345185
ITA,70.0,7.530541566454041,0.12726100680464242,7.471576247512823
ITA,80.0,7.81190246014573,0.2679414536504869,7.33089580066698
ITA,90.0,8.060162072226634,0.39207125969093853,7.206765994626528
ITA,100.0,8.308421684307536,0.5162010657313897,7.0826361885860765
AUT,10.0,7.698747472919662,-0.39609457858205666,7.051244800562936
AUT,20.0,7.547131001899364,-0.4719028140922057,7.127053036073084
AUT,30.0,7.631362374688418,-0.42978712769767835,7.084937349678557
AUT,40.0,7.563977276457174,-0.4634796768133005,7.118629898794179
AUT,50.0,7.479745903668119,-0.5055953632078278,7.160745585188707
